SystemSource,SourceType,Scope,MinimumVersionOrCondition,PermissionGuidance,CostClass,FrameworkModules,Provenance
sys.dm_broker_queue_monitors,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/050_USP_ServiceBrokerAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_db_column_store_row_group_physical_stats,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/03_ObjectIndex/060_USP_Columnstore.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_db_file_space_usage,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_db_incremental_stats_properties,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2014+,Metadata visibility and SELECT permissions affect rows,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/040_USP_Statistics.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_db_index_operational_stats,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2005+,VIEW DATABASE STATE / version-specific,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/03_ObjectIndex/025_USP_IndexOperationalStats.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_db_index_physical_stats,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,HIGH_OR_SCOPE_DEPENDENT,Code/01_Common/020_VW_AnalyseClassCatalog.sql | Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/03_ObjectIndex/070_USP_IndexPhysicalStats.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_db_index_usage_stats,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/03_ObjectIndex/020_USP_IndexUsage.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_db_log_info,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/020_VW_AnalyseClassCatalog.sql | Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/090_USP_CurrentLog.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_db_log_space_usage,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/02_CurrentState/090_USP_CurrentLog.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_db_log_stats,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2016 SP2+,2016-2019 generally VIEW SERVER STATE; 2022+ verify VIEW DATABASE PERFORMANCE STATE,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/090_USP_CurrentLog.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_db_missing_index_details,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/03_ObjectIndex/030_USP_MissingIndexes.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_db_missing_index_group_stats,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/030_USP_MissingIndexes.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_db_missing_index_groups,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/030_USP_MissingIndexes.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_db_page_info,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE where required; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific permission; framework grants none,MEDIUM,Code/02_CurrentState/030_USP_CurrentBlocking.sql | Code/08_ServerHealth/110_USP_DatabaseIntegrityAnalysis.sql | Code/08_ServerHealth/150_USP_InternalContentionAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_db_partition_stats,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW DATABASE STATE and VIEW DEFINITION; SQL Server 2022+: VIEW DATABASE PERFORMANCE STATE and VIEW SECURITY DEFINITION; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/050_USP_Partitions.sql | Code/09_VersionAdaptive/040_USP_TemporalAnalysis.sql | Code/09_VersionAdaptive/050_USP_ServiceBrokerAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_db_session_space_usage,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/005_InternalCaptureCurrentStateSnapshot.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/070_USP_CurrentTempDB.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_db_task_space_usage,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/02_CurrentState/005_InternalCaptureCurrentStateSnapshot.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/070_USP_CurrentTempDB.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_db_tuning_recommendations,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE where required; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/05_QueryStore/090_USP_IntelligentQueryProcessingAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_db_vector_indexes,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2025 (17.x); source is referenced only after product-version and schema capability probes,VIEW DATABASE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/075_USP_VectorIndexAnalysis.sql,Official Microsoft real-time vector-index maintenance contract; no historical persistence
sys.dm_db_xtp_checkpoint_files,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline,SQL Server 2019: VIEW DATABASE STATE; SQL Server 2022+: VIEW DATABASE PERFORMANCE STATE; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/030_USP_InMemoryOltpAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_db_xtp_hash_index_stats,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline,SQL Server 2019: VIEW DATABASE STATE; SQL Server 2022+: VIEW DATABASE PERFORMANCE STATE; framework grants none,HIGH_OPT_IN,Code/09_VersionAdaptive/030_USP_InMemoryOltpAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_db_xtp_index_stats,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/03_ObjectIndex/020_USP_IndexUsage.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_db_xtp_memory_consumers,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline,SQL Server 2019: VIEW DATABASE STATE; SQL Server 2022+: VIEW DATABASE PERFORMANCE STATE; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/030_USP_InMemoryOltpAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_db_xtp_table_memory_stats,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline,SQL Server 2019: VIEW DATABASE STATE; SQL Server 2022+: VIEW DATABASE PERFORMANCE STATE; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/030_USP_InMemoryOltpAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_db_xtp_transactions,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline,SQL Server 2019: VIEW DATABASE STATE; SQL Server 2022+: VIEW DATABASE PERFORMANCE STATE; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/030_USP_InMemoryOltpAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_exec_cached_plans,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,HIGH,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/04_PlanCache/010_USP_QueryStats.sql | Code/04_PlanCache/030_USP_PlanCacheHealth.sql | Code/04_PlanCache/050_USP_ShowplanAnalysis.sql | Code/04_PlanCache/053_USP_ExecutionPlanAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_exec_connections,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/005_InternalCaptureCurrentStateSnapshot.sql | Code/02_CurrentState/010_USP_CurrentSessions.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/030_USP_CurrentBlocking.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_exec_input_buffer,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/02_CurrentState/020_USP_CurrentRequests.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_exec_plan_attributes,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/04_PlanCache/010_USP_QueryStats.sql | Code/04_PlanCache/030_USP_PlanCacheHealth.sql | Code/04_PlanCache/040_USP_PlanDetails.sql | Code/04_PlanCache/050_USP_ShowplanAnalysis.sql | Code/04_PlanCache/053_USP_ExecutionPlanAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_exec_query_memory_grants,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/005_InternalCaptureCurrentStateSnapshot.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/060_USP_CurrentMemoryGrants.sql | Code/08_ServerHealth/030_USP_ServerMemory.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_exec_query_resource_semaphores,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/02_CurrentState/005_InternalCaptureCurrentStateSnapshot.sql | Code/02_CurrentState/060_USP_CurrentMemoryGrants.sql | Code/08_ServerHealth/160_USP_BufferPoolAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_exec_query_stats,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/04_PlanCache/010_USP_QueryStats.sql | Code/04_PlanCache/020_USP_QueryHashAnalysis.sql | Code/04_PlanCache/040_USP_PlanDetails.sql | Code/04_PlanCache/050_USP_ShowplanAnalysis.sql | Code/04_PlanCache/053_USP_ExecutionPlanAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_exec_requests,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/005_InternalCaptureCurrentStateSnapshot.sql | Code/02_CurrentState/010_USP_CurrentSessions.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/030_USP_CurrentBlocking.sql | Code/02_CurrentState/040_USP_CurrentWaits.sql | Code/02_CurrentState/050_USP_CurrentTransactions.sql | Code/02_CurrentState/060_USP_CurrentMemoryGrants.sql | Code/04_PlanCache/040_USP_PlanDetails.sql | Code/08_ServerHealth/150_USP_InternalContentionAnalysis.sql | Code/07_Infrastructure/130_USP_MaintenanceOperations.sql | Code/02_CurrentState/080_USP_CurrentIO.sql | Code/08_ServerHealth/180_USP_WorkerPressureAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_exec_sessions,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/005_InternalCaptureCurrentStateSnapshot.sql | Code/02_CurrentState/010_USP_CurrentSessions.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/030_USP_CurrentBlocking.sql | Code/02_CurrentState/040_USP_CurrentWaits.sql | Code/02_CurrentState/050_USP_CurrentTransactions.sql | Code/02_CurrentState/060_USP_CurrentMemoryGrants.sql | Code/02_CurrentState/070_USP_CurrentTempDB.sql | Code/07_Infrastructure/030_USP_ResourceGovernorAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_exec_sql_text,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/02_CurrentState/005_InternalCaptureCurrentStateSnapshot.sql | Code/02_CurrentState/010_USP_CurrentSessions.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/030_USP_CurrentBlocking.sql | Code/02_CurrentState/040_USP_CurrentWaits.sql | Code/02_CurrentState/050_USP_CurrentTransactions.sql | Code/02_CurrentState/060_USP_CurrentMemoryGrants.sql | Code/04_PlanCache/010_USP_QueryStats.sql | Code/04_PlanCache/020_USP_QueryHashAnalysis.sql | Code/04_PlanCache/030_USP_PlanCacheHealth.sql | Code/04_PlanCache/040_USP_PlanDetails.sql | Code/04_PlanCache/050_USP_ShowplanAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_exec_text_query_plan,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,HIGH,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/04_PlanCache/040_USP_PlanDetails.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_fts_fdhosts,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE; framework grants none,MEDIUM,Code/09_VersionAdaptive/060_USP_FullTextAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_fts_index_population,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE; framework grants none,MEDIUM,Code/09_VersionAdaptive/060_USP_FullTextAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_fts_memory_pools,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/09_VersionAdaptive/060_USP_FullTextAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_fts_outstanding_batches,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE; framework grants none,MEDIUM,Code/09_VersionAdaptive/060_USP_FullTextAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_fts_semantic_similarity_population,DMV_OR_DMF,SERVER,SQL Server 2019+ and semantic index visible,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE; framework grants none,MEDIUM,Code/09_VersionAdaptive/060_USP_FullTextAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_hadr_,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/07_Infrastructure/040_USP_AvailabilityGroups.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_hadr_auto_page_repair,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE where required; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/08_ServerHealth/110_USP_DatabaseIntegrityAnalysis.sql | Code/07_Infrastructure/110_USP_AvailabilityDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_hadr_availability_group_states,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_hadr_availability_replica_states,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/07_Infrastructure/040_USP_AvailabilityGroups.sql | Code/07_Infrastructure/110_USP_AvailabilityDeepAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_hadr_cluster,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE where required; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/07_Infrastructure/110_USP_AvailabilityDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_hadr_cluster_members,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE where required; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/07_Infrastructure/110_USP_AvailabilityDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_hadr_cluster_networks,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE where required; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/07_Infrastructure/110_USP_AvailabilityDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_hadr_database_replica_states,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/07_Infrastructure/040_USP_AvailabilityGroups.sql | Code/07_Infrastructure/110_USP_AvailabilityDeepAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_hadr_physical_seeding_stats,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE where required; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific permission; framework grants none,MEDIUM,Code/07_Infrastructure/110_USP_AvailabilityDeepAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_io_backup_tapes,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/074a_WaitTypeCatalog_Seed_01.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_io_pending_io_requests,DMV_OR_DMF,SERVER,SQL Server 2019+; io_pending_ms_ticks is informational and internal,SQL Server 2019 requires VIEW SERVER STATE; SQL Server 2022+ requires VIEW SERVER PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/02_CurrentState/080_USP_CurrentIO.sql,Official Microsoft documentation; request addresses are ephemeral and scheduler context is explicitly non-causal
sys.dm_io_virtual_file_stats,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,MEDIUM,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/01_Common/074a_WaitTypeCatalog_Seed_01.sql | Code/01_Common/074b_WaitTypeCatalog_Seed_02.sql | Code/01_Common/074c_WaitTypeCatalog_Seed_03.sql | Code/02_CurrentState/080_USP_CurrentIO.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_os_buffer_descriptors,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE where required; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific permission; framework grants none,HIGH_OPT_IN,Code/08_ServerHealth/160_USP_BufferPoolAnalysis.sql,Framework source contract and official Microsoft documentation; no runtime evidence persisted
sys.dm_os_host_info,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/08_ServerHealth/070_USP_StartupParameters.sql | Code/08_ServerHealth/080_USP_OSInformation.sql | Code/09_VersionAdaptive/010_USP_ServerFeatureCapabilities.sql | Code/09_VersionAdaptive/015_USP_ServerVersionInformation.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
sys.dm_os_latch_stats,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,HIGH,Code/01_Common/074b_WaitTypeCatalog_Seed_02.sql | Code/08_ServerHealth/150_USP_InternalContentionAnalysis.sql,Framework source contract and SQL Server system object semantics; no runtime evidence persisted
